# log_p 	 lnL 	 
0.0	-1625.70925903	
-0.287682072452	-1625.71623404	
-0.510825623766	-1625.73163856	
-0.69314718056	-1625.7320523	
-0.847297860387	-1625.71857971	
-0.980829253012	-1625.69718972	
-1.09861228867	-1625.67285028	
-1.20397280433	-1625.64858197	
-1.29928298413	-1625.62588721	
-1.38629436112	-1625.60532748	
-1.46633706879	-1625.58694927	
-1.54044504095	-1625.57054798	
-1.60943791243	-1625.55581824	
-1.67397643357	-1625.54243492	
-1.73460105539	-1625.53009392	
-1.79175946923	-1625.51853058	
-1.8458266905	-1625.50752582	
-1.89711998489	-1625.49690568	
-1.94591014906	-1625.48653759	
-1.99243016469	-1625.47632511	
-2.03688192726	-1625.46620229	
-2.07944154168	-1625.45612815	
-2.1202635362	-1625.44608155	
-2.15948424935	-1625.43605674	
-2.19722457734	-1625.42605949	
-2.23359222151	-1625.41610385	
-2.26868354132	-1625.40620952	
-2.30258509299	-1625.39639973	
-2.33537491582	-1625.38669956	
-2.36712361413	-1625.3771347	
-2.3978952728	-1625.36773045	
-2.42774823595	-1625.35851106	
-2.45673577282	-1625.34949923	
-2.48490664979	-1625.34071585	
-2.51230562398	-1625.33217976	
-2.53897387106	-1625.32390771	
-2.56494935746	-1625.31591432	
-2.59026716545	-1625.30821219	
-2.61495977804	-1625.3008119	
-2.63905732962	-1625.2937222	
-2.66258782703	-1625.28695006	
-2.68557734525	-1625.28050089	
-2.7080502011	-1625.27437858	
-2.73002910782	-1625.26858573	
-2.75153531304	-1625.26312368	
-2.77258872224	-1625.25799273	
-2.79320800944	-1625.2531922	
-2.81341071676	-1625.24872053	
-2.83321334406	-1625.24457545	
-2.85263142991	-1625.24075398	
-2.87167962488	-1625.23725258	
-2.8903717579	-1625.23406723	
-2.90872089656	-1625.23119345	
-2.92673940207	-1625.22862641	
-2.94443897917	-1625.22636095	
-2.96183072188	-1625.22439168	
-2.97892515524	-1625.22271298	
-2.99573227355	-1625.22131905	
-3.01226157551	-1625.22020399	
-3.02852209638	-1625.21936175	
-3.04452243772	-1625.21878625	
-3.06027079469	-1625.21847135	
-3.07577498123	-1625.21841086	
-3.09104245336	-1625.21859862	
-3.10608033072	-1625.21902846	
-3.12089541651	-1625.21969426	
-3.13549421593	-1625.22058991	
-3.14988295338	-1625.22170939	
-3.16406758837	-1625.22304672	
-3.17805383035	-1625.224596	
-3.19184715248	-1625.2263514	
-3.20545280454	-1625.22830719	
-3.21887582487	-1625.23045771	
-3.23212105162	-1625.23279743	
-3.24519313319	-1625.23532088	
-3.25809653802	-1625.23802272	
-3.2708355638	-1625.2408977	
-3.28341434601	-1625.24394068	
-3.295836866	-1625.24714662	
-3.3081069586	-1625.25051061	
-3.32022831913	-1625.25402781	
-3.33220451018	-1625.25769353	
-3.34403896782	-1625.26150316	
-3.35573500759	-1625.2654522	
-3.36729582999	-1625.26953626	
-3.37872452581	-1625.27375107	
-3.39002408106	-1625.27809243	
-3.40119738166	-1625.28255629	
-3.41224721785	-1625.28713865	
-3.42317628838	-1625.29183564	
-3.43398720449	-1625.2966435	
-3.4446824936	-1625.30155853	
-3.45526460293	-1625.30657716	
-3.4657359028	-1625.31169588	
-3.47609868984	-1625.31691131	
-3.48635519	-1625.32222013	
-3.49650756147	-1625.32761911	
-3.50655789732	-1625.33310513	
-3.51650822817	-1625.33867512	
-3.52636052462	-1625.34432611	
-3.53611669956	-1625.35005521	
-3.54577861047	-1625.35585961	
-3.55534806149	-1625.36173657	
-3.56482680544	-1625.36768343	
-3.57421654579	-1625.37369759	
-3.58351893846	-1625.37977654	
-3.59273559356	-1625.38591782	
-3.60186807712	-1625.39211906	
-3.61091791264	-1625.39837793	
-3.61988658263	-1625.40469218	
-3.62877553004	-1625.41105962	
-3.63758615973	-1625.41747811	
-3.6463198397	-1625.42394559	
-3.65497790244	-1625.43046005	
-3.66356164613	-1625.43701951	
-3.6720723358	-1625.44362208	
-3.68051120444	-1625.45026591	
-3.68887945411	-1625.45694919	
-3.69717825693	-1625.46367018	
-3.70540875607	-1625.47042718	
-3.7135720667	-1625.47721852	
-3.72166927694	-1625.48404262	
-3.72970144863	-1625.49089789	
-3.73766961828	-1625.49778283	
-3.74557479779	-1625.50469596	
-3.75341797525	-1625.51163583	
-3.76120011569	-1625.51860107	
-3.76892216179	-1625.52559031	
-3.77658503453	-1625.53260224	
-3.78418963392	-1625.53963557	
-3.79173683955	-1625.54668906	
-3.79922751128	-1625.5537615	
-3.80666248977	-1625.56085172	
-3.81404259707	-1625.56795857	
-3.82136863716	-1625.57508094	
-3.82864139649	-1625.58221775	
-3.83586164446	-1625.58936796	
-3.84303013394	-1625.59653054	
-3.85014760171	-1625.60370451	
-3.85721476893	-1625.61088891	
-3.86423234159	-1625.61808279	
-3.87120101091	-1625.62528524	
-3.87812145375	-1625.6324954	
-3.88499433304	-1625.63971239	
-3.89182029811	-1625.64693539	
-3.8985999851	-1625.65416358	
-3.90533401728	-1625.66139618	
-3.91202300543	-1625.66863243	
-3.91866754815	-1625.67587157	
-3.92526823218	-1625.68311289	
-3.93182563272	-1625.69035569	
-3.93834031375	-1625.69759929	
-3.94481282825	-1625.70484303	
-3.95124371858	-1625.71208626	
-3.95763351668	-1625.71932836	
-3.96398274436	-1625.72656872	
-3.97029191355	-1625.73380676	
-3.97656152657	-1625.7410419	
-3.98279207632	-1625.7482736	
-3.98898404656	-1625.7555013	
-3.99513791214	-1625.76272449	
-4.00125413916	-1625.76994267	
-4.00733318523	-1625.77715533	
-4.01337549969	-1625.78436199	
-4.01938152375	-1625.79156221	
-4.02535169074	-1625.79875551	
-4.03128642625	-1625.80594147	
-4.03718614838	-1625.81311966	
-4.04305126783	-1625.82028968	
-4.04888218815	-1625.82745111	
-4.05467930583	-1625.83460357	
-4.06044301055	-1625.84174669	
-4.06617368526	-1625.84888011	
-4.07187170637	-1625.85600346	
-4.07753744391	-1625.8631164	
-4.08317126162	-1625.87021861	
-4.08877351717	-1625.87730976	
-4.09434456222	-1625.88438954	
-4.0998847426	-1625.89145764	
-4.10539439841	-1625.89851378	
-4.11087386417	-1625.90555766	
-4.11632346894	-1625.91258902	
-4.12174353641	-1625.91960759	
-4.12713438505	-1625.9266131	
-4.13249632819	-1625.93360531	
-4.13782967416	-1625.94058398	
-4.14313472639	-1625.94754887	
-4.14841178349	-1625.95449976	
-4.15366113938	-1625.96143643	
-4.15888308336	-1625.96835866	
-4.16407790024	-1625.97526625	
-4.1692458704	-1625.98215901	
-4.1743872699	-1625.98903674	
-4.17950237056	-1625.99589926	
-4.18459144007	-1626.00274639	
-4.18965474203	-1626.00957795	
-4.19469253606	-1626.01639379	
-4.19970507788	-1626.02319374	
-4.20469261939	-1626.02997764	
-4.20965540873	-1626.03674536	
-4.21459369037	-1626.04349673	
-4.21950770518	-1626.05023163	
-4.22439769047	-1626.05694993	
-4.22926388012	-1626.06365149	
-4.2341065046	-1626.07033619	
-4.23892579103	-1626.07700392	
-4.2437219633	-1626.08365455	
-4.24849524205	-1626.09028798	
-4.25324584481	-1626.09690411	
-4.257973986	-1626.10350283	
-4.26267987704	-1626.11008405	
-4.26736372635	-1626.11664768	
-4.27202573946	-1626.12319362	
-4.27666611902	-1626.1297218	
-4.28128506487	-1626.13623213	
-4.28588277412	-1626.14272453	
-4.29045944115	-1626.14919894	
-4.29501525768	-1626.15565527	
-4.29955041285	-1626.16209348	
-4.3040650932	-1626.16851348	
-4.30855948279	-1626.17491522	
-4.31303376319	-1626.18129866	
-4.31748811354	-1626.18766372	
-4.3219227106	-1626.19401036	
-4.32633772881	-1626.20033853	
-4.33073334029	-1626.2066482	
-4.33510971489	-1626.2129393	
-4.33946702026	-1626.21921182	
-4.34380542185	-1626.2254657	
-4.348125083	-1626.23170091	
-4.3524261649	-1626.23791743	
-4.35670882669	-1626.24411522	
-4.36097322548	-1626.25029426	
-4.36521951636	-1626.25645452	
-4.36944785247	-1626.26259598	
-4.373658385	-1626.26871861	
-4.37785126326	-1626.27482241	
-4.38202663467	-1626.28090735	
-4.38618464482	-1626.28697342	
-4.39032543749	-1626.29302061	
-4.39444915467	-1626.2990489	
