#lnL 	x[] 	 df 
927321.491938	-0.734977018587	-0.524508492105	-0.794740279623	2.35414040071	-2.7739314843	-5.29831736655	-4.60517018599	-4.60517018599	-4.60517018599	-4.60517018599	-4.60517018599	-4.60517018599	-4.60517018599	-4.60517018599	-11166.7776867	-1185.03590172	-9437.94874013	28712.8622389	27252.2943173	-27338.1127161	-33162.0892496	-23589.5515717	-10982.6964962	-166.62467069	3501.08175169	-3176.81688581	8396.74430037	8291.02592699
882754.060676	-0.734965763763	-0.524500464611	-0.794728108387	1.91385658278	-3.19181891362	-4.87911399555	-4.09666179891	-4.2434473545	-4.43676121637	-4.60261515871	-4.6588558697	-4.55645678864	-4.73392609364	-4.7323050052	-10325.3412337	-8.39140907871	-10240.2219183	22951.2932062	6366.88932074	-6604.92108064	-33589.7842519	-20072.2641509	-13634.1149372	-2218.89105985	2.33186041672	-6722.67808986	3875.51941736	3631.57671843
830012.943125	-0.545567379048	-0.57580521003	-0.535224401137	0.0935977483662	-3.90674263758	-4.14761963261	-1.52912084931	-2.66808751412	-3.42156933108	-4.45504155552	-4.69712340455	-4.08025768886	-5.07992092727	-5.06112426831	72291.4119561	-3718.41980544	32011.7556943	-13856.0944849	-2820.39582316	2687.61234392	38488.2934209	3759.37818464	-7653.64723626	-556.765302019	-1346.41409585	-6436.33748021	822.781560505	393.209954463
854071.920057	-1.37302247944	-0.522255284205	-0.886808735527	0.383650104821	-3.80421403134	-4.2494275866	-2.1584228725	-2.81775975578	-3.3905516554	-4.45544351549	-4.67454605318	-4.02870334805	-5.06292069998	-5.0398611716	-97508.6342275	9817.32382455	-24125.8170356	-5180.19388949	-2375.76718032	2199.10231118	4436.71577898	-499.409435778	-6375.50164315	-283.13996652	-925.849205358	-5596.1478587	1034.87588417	696.293563541
818497.058192	-0.808651217343	-0.558779367758	-0.647008298695	0.185817963344	-3.87414435007	-4.17998879354	-1.72920323641	-2.71567480653	-3.41170746768	-4.45516935602	-4.68994508605	-4.06386632956	-5.07451581823	-5.05436380833	-22839.6843548	321.157884153	6565.50286555	-10951.2051832	-2672.94918159	2526.08385485	23788.7034896	1848.15563397	-7568.81275205	-573.241368835	-1295.91287937	-6359.06729383	822.975579076	423.441831453
814743.594564	-0.690285718413	-0.552709787021	-0.68310163467	0.633791179692	-3.67298044542	-4.38441175696	-2.35471592186	-3.08548881806	-3.62537225464	-4.48485508767	-4.67321890843	-4.15469104072	-4.98991083986	-4.97268406051	7692.18068872	-394.252264702	449.67971693	-2312.91022215	-686.071168277	504.631245679	-5576.93036322	-6353.80729452	-9226.57633187	-1064.98691427	-1043.70963327	-6452.88587055	1306.23043969	983.658923201
811234.215482	-0.720725485214	-0.550186053051	-0.712455178794	0.557427787044	-3.73038873812	-4.32315916334	-2.19914315074	-2.89398747712	-3.41037077218	-4.46053410715	-4.66222335378	-4.02003297428	-5.04004385443	-5.01621108284	-1273.34807538	829.073962905	-3956.45480378	-3914.84241997	-1009.64443646	839.810494169	738.607982389	-3140.66316329	-6901.68140964	-530.183720536	-1001.36303237	-5591.47879383	1047.94250042	744.434293136
808640.607937	-0.758743716959	-0.570972759139	-0.63120615003	0.598918897767	-3.76880580624	-4.27705748516	-2.12321801597	-2.65683917612	-3.05262564114	-4.42942047838	-4.62899845653	-3.76094618188	-5.11404384918	-5.07657175293	-11879.5684978	-2798.79805718	10003.3130972	-2930.29732923	-759.877509626	603.516922837	4956.02747397	1050.67174291	-1416.74588227	441.72477346	-713.594476498	-3300.39225855	740.414415055	519.04152423
807770.138845	-0.721715264801	-0.537870155684	-0.734293227413	0.679815707421	-3.76174141423	-4.27895444044	-2.15270306704	-2.58194978383	-2.89164312889	-4.4228149985	-4.60411540224	-3.61189608023	-5.14951913977	-5.10358812094	-1911.81997398	4096.90461538	-7196.37434865	-1604.74908748	-194.883448135	43.3290000768	4433.8586107	2095.38763115	1890.42748706	815.965687366	-477.527671825	-1595.02977782	628.275572586	452.410655156
807289.886749	-0.71725748906	-0.55577600606	-0.703820257471	0.732915122941	-3.7350321264	-4.30534665754	-2.2276707268	-2.64320502976	-2.94454969983	-4.43282871792	-4.60045207433	-3.62357213773	-5.14029151963	-5.09426164698	-775.533321962	-57.4723064695	-2512.17655451	-390.811130702	141.33619004	-296.943876554	1294.651724	523.808616013	904.46169128	668.535812113	-443.855698761	-1636.65110501	672.38205061	520.692338486
807188.794527	-0.714709552956	-0.545529604925	-0.682202796092	0.765261012475	-3.72652202953	-4.31088420839	-2.26468131929	-2.65515674791	-2.94800035772	-4.44359985817	-4.58949624855	-3.58364973027	-5.15113385401	-5.10186793969	-204.596087938	2030.3881263	1007.43348961	286.817640616	313.792184858	-469.148193494	-40.9268102343	117.578646447	874.726935857	631.477584994	-350.504955713	-1104.70875318	644.60364306	511.686882554
807128.021591	-0.71173592088	-0.56228342655	-0.682889610979	0.776496164814	-3.72789060165	-4.30609605443	-2.278382204	-2.65511814059	-2.95000081554	-4.45519047548	-4.57940574947	-3.54446849957	-5.16606435396	-5.11334839864	718.898327001	-1497.9517545	905.783670735	555.514609646	303.829577897	-458.223132949	-530.273908091	63.4288360668	769.496060329	585.542673071	-288.311979693	-627.4493367	583.314827878	481.996446311
807075.0981	-0.711377047366	-0.561322550019	-0.685129207702	0.771567911322	-3.73424599822	-4.29640801858	-2.27912349197	-2.65641064339	-2.96365410551	-4.4679717064	-4.5716407157	-3.51851062228	-5.18027064536	-5.12475235993	837.446831881	-1296.34804749	528.638792296	453.242967513	172.699544621	-325.824529224	-603.713790424	95.8049282072	407.247945437	508.184589901	-252.459969366	-318.638120013	528.418816524	441.147969722
806989.862029	-0.714500637391	-0.556350220431	-0.688655733981	0.749172644037	-3.74889584952	-4.26729607911	-2.26263004767	-2.66763853566	-2.98392053174	-4.51472433075	-4.54465939188	-3.46040867628	-5.23453605923	-5.16925262942	-45.1994996098	-204.868989329	-79.8730493301	0.396310717576	-101.129647589	-47.6041619457	-235.95127435	123.521223262	-234.552631905	305.777407196	-142.491102238	397.542581848	343.484269103	290.980516987
806967.456578	-0.714953009316	-0.554801677344	-0.689248438116	0.743460072983	-3.74982268999	-4.25691875351	-2.2538560851	-2.67607425902	-2.98321767492	-4.53924956244	-4.53189697374	-3.4576351307	-5.26227998836	-5.1922929915	-169.010031481	129.342580379	-191.595109866	-113.763293585	-165.728053148	18.454335704	-24.417132534	45.4823492025	-301.546875419	233.65403708	-103.358186184	425.770180358	261.602572127	218.886532353
806932.630744	-0.719040058387	-0.553749401505	-0.690924494626	0.744826762152	-3.73970523076	-4.23972928135	-2.24674061047	-2.69054440766	-2.96876849033	-4.59929950397	-4.50153854539	-3.47052934696	-5.32875980208	-5.2472005741	-1398.00399421	359.072212719	-480.800487068	-56.6839199134	-218.596924384	72.9992995385	93.5001017473	-189.896762915	-146.409084548	110.109246197	-5.20836382388	263.740570858	84.9114951237	62.2298309709
806993.146423	-0.695926908645	-0.553995550228	-0.679946876084	0.729448097004	-3.72893967937	-4.21685434057	-2.22100512376	-2.6897702113	-2.95087458105	-4.66605525715	-4.47067493468	-3.49640553226	-5.40317412105	-5.30887916491	5724.582513	240.251292949	1281.6083498	-465.869430055	-344.319122858	201.244925968	984.339522509	-82.426060159	59.6202137505	4.47109186627	84.0337252824	-72.8907225577	-96.3531280816	-110.10565419
806924.420038	-0.712940678935	-0.553814358228	-0.688027586947	0.740768452694	-3.73686428595	-4.23369276338	-2.2399492168	-2.69034010329	-2.96404642762	-4.61691582514	-4.4933938799	-3.47735786988	-5.34839715887	-5.26347707183	434.592415255	327.427346791	-21.6535208875	-164.123006607	-252.478237828	107.538447258	325.693221152	-161.04847648	-92.8294584982	80.7940275583	17.7287466867	173.902056634	35.6522040387	15.7656136058
806918.937037	-0.714288339364	-0.55470649111	-0.68779884722	0.746893557603	-3.72963201925	-4.23402487219	-2.24414014829	-2.69172513202	-2.95745344942	-4.62844784823	-4.48817111139	-3.48786541168	-5.36019051345	-5.27307263341	11.0292382338	131.562643269	18.9253013261	-25.2392280853	-216.451834278	71.0440600571	181.081593464	-239.495165457	42.714021113	73.8589607939	35.9739202282	52.3335531126	10.3954294534	-6.76379423703
806915.293653	-0.714407453515	-0.555534153167	-0.687571460874	0.750813930597	-3.72063487123	-4.23603179594	-2.24933853934	-2.68663545519	-2.95436613287	-4.63611335408	-4.48627569509	-3.49606599688	-5.36653502949	-5.27791331001	-31.5769511872	-49.4546652963	61.1691032049	59.3251133552	-181.947006084	35.5191979828	58.9139606898	-223.478492339	124.611132719	76.6731626581	46.3214405409	-33.8223210563	0.389876965562	-15.0515836333
806909.73917	-0.714523796666	-0.556026941541	-0.687442819468	0.752179038226	-3.70264387845	-4.23881569177	-2.25614555432	-2.67332760816	-2.95594586461	-4.6503319076	-4.48512144995	-3.50364731308	-5.37615973295	-5.28476634836	-56.7028424658	-154.808272601	88.4161190928	88.8618027162	-134.070125757	-14.4043663663	-31.7272666375	-118.90790349	129.284261297	72.7754556705	63.4175790544	-92.6037385742	-12.7253119159	-24.0882483582
806906.251232	-0.713004921132	-0.553724386282	-0.691855760122	0.752642403581	-3.67034255157	-4.23924907578	-2.26464074339	-2.65875816222	-2.96045538377	-4.67467372984	-4.48885152487	-3.5034505994	-5.38819571478	-5.2923260635	411.082073759	317.771658898	-621.680495616	88.8007138933	-12.077035505	-138.535832717	-126.653246018	-55.4771335896	99.3536692608	53.885055721	76.5655339166	-25.1393845276	-26.2048180959	-28.1505005287
806903.417153	-0.714544988562	-0.555183587896	-0.686786603623	0.74890889763	-3.65832881556	-4.2374480955	-2.26535858614	-2.64912470694	-2.96587706984	-4.68517140427	-4.49069161195	-3.50178144609	-5.39336381617	-5.29558672382	-21.5949826909	30.7702069158	201.355395468	23.4655597176	-6.24255505066	-145.216744718	-55.620711308	55.6522576157	-0.0489511349685	41.4796900507	79.5601041919	15.5247920842	-34.1290388887	-31.5305244
806902.797426	-0.714360179042	-0.555524732294	-0.687889623784	0.747820122475	-3.66016194847	-4.23554228606	-2.2634372953	-2.65144679012	-2.96618705535	-4.68391560915	-4.49205765881	-3.49964293572	-5.39159031261	-5.29416424608	38.6044284095	-38.3307611429	18.9510417137	0.591618842805	-18.2941584104	-132.648177553	-17.6940236093	40.4289748193	-16.8874306451	38.1113227309	71.3787704423	34.5390058102	-32.1205278821	-29.2714541911
806901.824028	-0.714302887186	-0.55469871241	-0.688749385344	0.7458878537	-3.65779712775	-4.23053879875	-2.26072735124	-2.65356813345	-2.96677457596	-4.68551581691	-4.49660805277	-3.49764095357	-5.38914774465	-5.29182010005	60.2463998245	136.87058078	-124.828494341	-41.0937945894	-28.150189868	-121.911628659	52.1011987303	25.745553857	-39.9664890228	29.7605959557	50.0515884025	52.1413096957	-27.6435816722	-24.2871646755
806900.282528	-0.714259976987	-0.555418827709	-0.689721080494	0.743352661687	-3.64486777733	-4.220285628	-2.25907301545	-2.65310614798	-2.96844462865	-4.69564074648	-4.50543652379	-3.49622332626	-5.38855752054	-5.29016640241	92.1133353593	-8.58779731772	-287.460099946	-89.8108007963	-28.8109138324	-120.099147605	117.295365172	21.5437298417	-85.7085486544	9.43477231529	13.0388596849	68.2856245348	-25.9229155949	-18.0822990839
806897.657082	-0.7144849691	-0.55420900816	-0.689685040875	0.741988234997	-3.62077163878	-4.19868581695	-2.25851136063	-2.65408818042	-2.96819687334	-4.71489925509	-4.52100645712	-3.49725116427	-5.38778282887	-5.2875735995	30.5205935192	242.352813506	-288.523694802	-113.740811347	-39.1104258757	-107.067505084	132.630978691	-18.0534222731	-108.443933427	-25.6219876111	-56.2290907544	47.2546241847	-23.5194539946	-9.75625922195
806895.047644	-0.714156675983	-0.555821562193	-0.688952874095	0.743443297618	-3.58796358168	-4.17045206285	-2.26149574114	-2.65204128911	-2.96633958	-4.73722717433	-4.53840396161	-3.49963620949	-5.38508392686	-5.28316095515	137.518910392	-100.928479618	-173.368055023	-74.7009634594	-49.5552796131	-93.0960999401	52.1434143549	-35.8802831973	-100.231383737	-58.2824681556	-132.274327994	9.35431666166	-16.6374989825	5.24248890683
806893.803159	-0.716288362302	-0.555437986757	-0.688446383858	0.746942135864	-3.56785589638	-4.15162629336	-2.26458023521	-2.64978315291	-2.96232157932	-4.74840783875	-4.5446173437	-3.50285092752	-5.38302998026	-5.28076605364	-512.648271034	-19.4961649047	-88.5564610531	7.49657882437	-59.7802105595	-80.3896773593	-36.3315523066	-29.8956006488	-34.9952582007	-67.8463802394	-161.13156721	-35.9600979912	-11.4300778073	12.5939835068
806892.615571	-0.714849302522	-0.555329286994	-0.686924176548	0.749358438964	-3.56163374186	-4.14295111945	-2.2658585657	-2.64922780534	-2.95933796081	-4.7495897098	-4.54480179389	-3.50419825194	-5.38054916278	-5.2789219543	-95.6678705588	-7.94739762888	160.923623627	51.6693296149	-71.6558490321	-67.0677043235	-82.4799548934	-19.325321318	16.5049163521	-66.011206744	-165.426245407	-58.3768528035	-6.53816870016	16.4302169432
806891.664459	-0.714413222654	-0.555423536747	-0.686650427356	0.750774394404	-3.5591968187	-4.13920930914	-2.26636087216	-2.64778008425	-2.95758183479	-4.74762164898	-4.54103276437	-3.50391325869	-5.37919037587	-5.27837719644	28.4239904946	-29.441085303	208.462471774	77.5715249368	-73.5477463376	-64.495541352	-91.5273032231	7.6198759673	52.259818175	-58.8491910774	-149.922487822	-53.868201324	-3.80084758192	17.4944678824
806888.27902	-0.713599491174	-0.555463099134	-0.686399447592	0.753932271233	-3.53581091462	-4.11145452332	-2.266721609	-2.6421916954	-2.95197470074	-4.74731700178	-4.53018417054	-3.50113205684	-5.37266306638	-5.27484211991	258.672789988	-35.4964311722	257.212722277	133.696456173	-84.3686893681	-49.3034030935	-71.8525507233	110.036566522	155.009231261	-44.9274016046	-104.043445534	-15.9223064268	9.77954882569	26.3287970134
